Materials-1,Materials-2,Electrolyte,Voltage window (V),Specific surface area (m2/g),Pore volume (cm3/g),Pore size (nm),Micropore volume (cm3/g),SSA of micropores (m2/g),Id/Ig,N (at. %),O (at. %),B (at. %),S (at. %),F (at. %),P (at. %),Capacitance (F/g),is_composite,has_material_note,mat1_enc,mat2_enc,elec_enc
N-doped porous carbon,none,koh,1.0,3034.8,0.0,1.17,0.0,0.0,3.255,5.08,11.91,0.0,0.0,0.0,0.0,189.0,0,0,16,5,14
N-doped porous carbon,none,koh,1.0,3384.3,0.0,1.17,0.0,0.0,4.182,5.67,11.64,0.0,0.0,0.0,0.0,219.0,0,0,16,5,14
N-doped porous carbon,none,koh,1.0,3124.4,0.0,1.17,0.0,0.0,2.739,2.34,3.93,0.0,0.0,0.0,0.0,270.0,0,0,16,5,14
N-doped porous carbon,none,koh,1.0,3336.7,0.0,1.17,0.0,0.0,3.412,0.63,3.53,0.0,0.0,0.0,0.0,247.0,0,0,16,5,14
graphene,none,koh,1.0,343.0,1.6,0.62,0.14,0.0,1.38,0.0,1.54,0.0,0.0,0.0,0.0,7.86,0,0,32,5,14
B-doped graphene,none,koh,1.0,301.0,1.5,0.62,0.12,0.0,1.25,0.0,3.67,2.56,0.0,0.0,0.0,19.9,0,0,5,5,14
N-doped graphene,none,koh,1.0,342.0,1.59,0.62,0.14,0.0,1.22,0.54,1.8,0.0,0.0,0.0,0.0,22.2,0,0,15,5,14
NB-doped graphene,none,koh,1.0,341.0,1.34,0.62,0.14,0.0,1.03,1.02,2.85,2.39,0.0,0.0,0.0,29.7,0,0,17,5,14
graphene,none,h2so4,1.0,343.0,1.6,0.62,0.14,0.0,1.38,0.0,1.54,0.0,0.0,0.0,0.0,2.59,0,0,32,5,9
B-doped graphene,none,h2so4,1.0,301.0,1.5,0.62,0.12,0.0,1.25,0.0,3.67,2.56,0.0,0.0,0.0,34.6,0,0,5,5,9
N-doped graphene,none,h2so4,1.0,342.0,1.59,0.62,0.14,0.0,1.22,0.54,1.8,0.0,0.0,0.0,0.0,10.6,0,0,15,5,9
NB-doped graphene,none,h2so4,1.0,341.0,1.34,0.62,0.14,0.0,1.03,1.02,2.85,2.39,0.0,0.0,0.0,29.6,0,0,17,5,9
nanofiber,none,koh,1.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0,0,34,5,14
nanofiber,none,koh,1.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0,0,34,5,14
nanofiber,none,koh,1.0,659.0,0.0,0.58,0.0,0.0,0.93,3.01,9.01,0.0,0.0,0.0,0.0,325.0,0,0,34,5,14
nanofiber,none,koh,1.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0,0,34,5,14
AC,none,koh,0.9,552.0,0.38,3.0,0.13,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0,0,3,5,14
AC,none,koh,0.9,1616.0,0.86,2.1,0.38,0.0,4.54,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0,0,3,5,14
AC,none,koh,0.9,2490.0,1.7,2.5,0.43,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0,0,3,5,14
porous carbon,none,koh,1.0,803.0,5.5,0.0,0.0,0.0,0.0,0.0,5.68,0.0,0.0,0.0,0.0,150.0,0,0,36,5,14
graphene,none,koh,1.0,406.0,0.2,4.3,0.0,0.0,0.0,0.0,30.74,0.0,0.0,0.0,0.0,275.0,0,0,32,5,14
porous carbon,graphene,koh,1.0,460.0,0.36,7.3,0.0,0.0,0.0,0.0,11.82,0.0,0.0,0.0,0.0,324.0,1,0,36,4,14
3D porous carbon,none,koh,1.0,477.0,0.23,1.96,0.0,412.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0,0,2,5,14
3D porous carbon,none,koh,1.0,1734.0,0.82,1.87,0.0,1511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0,2,5,14
3D porous carbon,none,koh,1.0,2753.0,1.54,2.23,0.0,2131.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,307.0,0,0,2,5,14
3D porous carbon,none,koh,1.0,2086.0,1.1,2.1,0.0,1635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0,0,2,5,14
3D carbon,graphene,koh,1.0,178.0,2.86,0.0,0.04,76.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,126.0,1,1,0,4,14
3D carbon,graphene,koh,1.0,1288.0,0.82,2.6,0.36,673.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,241.0,1,1,0,4,14
3D carbon,graphene,koh,1.0,2034.0,1.78,3.5,0.28,514.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,275.0,1,1,0,4,14
3D carbon,none,emimbf4,3.0,178.0,2.86,0.0,0.04,76.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0,0,0,5,4
3D carbon,none,emimbf4,3.0,1288.0,0.82,2.6,0.36,673.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0,5,4
3D carbon,none,emimbf4,3.0,2034.0,1.78,3.5,0.28,514.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,151.7,0,0,0,5,4
porous carbon,none,koh,1.2,880.0,0.44,0.6,0.3,0.0,0.0,0.2,14.2,1.02,0.0,0.0,0.0,146.0,0,1,36,5,14
porous carbon,none,koh,1.2,1513.0,0.8,0.64,0.46,0.0,0.0,0.2,14.26,1.02,0.0,0.0,0.0,159.0,0,1,36,5,14
porous carbon,none,koh,1.2,1916.0,1.36,0.93,0.39,0.0,0.0,0.2,12.9,1.02,0.0,0.0,0.0,190.0,0,1,36,5,14
porous carbon,none,koh,1.2,2926.0,1.45,0.79,1.14,0.0,0.0,0.2,7.67,1.02,0.0,0.0,0.0,280.0,0,1,36,5,14
porous carbon,none,koh,1.2,836.0,0.5,0.67,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0,1,36,5,14
porous carbon,none,teabf4,2.0,2926.0,1.45,0.79,1.14,0.0,0.0,0.2,7.67,1.02,0.0,0.0,0.0,142.0,0,1,36,5,23
porous carbon,none,emimbf4,2.0,2926.0,1.45,0.79,1.14,0.0,0.0,0.2,7.67,1.02,0.0,0.0,0.0,156.0,0,1,36,5,4
porous carbon,none,bmimbf4,2.0,2926.0,1.45,0.79,1.14,0.0,0.0,0.2,7.67,1.02,0.0,0.0,0.0,167.0,0,1,36,5,0
porous carbon,none,teabf4,2.0,2926.0,1.45,0.79,1.14,0.0,0.0,0.2,7.67,1.02,0.0,0.0,0.0,125.0,0,1,36,5,23
porous carbon,none,emimtfsi,2.0,2926.0,1.45,0.79,1.14,0.0,0.0,0.2,7.67,1.02,0.0,0.0,0.0,203.0,0,1,36,5,5
porous carbon,none,koh,1.2,2325.0,1.1,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0,1,36,5,14
porous carbon,none,koh,1.2,2857.0,1.44,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0,1,36,5,14
N-doped carbon,none,koh,1.0,521.0,0.38,0.0,0.0,459.1,1.0,7.3,10.7,0.0,0.0,0.0,0.0,273.0,0,1,13,5,14
N-doped carbon,none,koh,1.0,1217.1,0.46,0.0,0.0,1073.5,1.0,6.3,15.2,0.0,0.0,0.0,0.0,556.0,0,1,13,5,14
N-doped carbon,none,koh,1.0,1405.6,0.73,0.0,0.0,1211.3,1.0,4.2,13.6,0.0,0.0,0.0,0.0,420.0,0,1,13,5,14
AC,none,koh,1.0,1840.3,1.17,0.0,0.0,1186.7,1.0,0.0,4.5,0.0,0.0,0.0,0.0,180.0,0,1,3,5,14
N-doped carbon,none,h2so4,1.0,521.0,0.38,0.0,0.0,459.1,1.0,7.3,10.7,0.0,0.0,0.0,0.0,227.0,0,0,13,5,9
N-doped carbon,none,h2so4,1.0,1217.1,0.46,0.0,0.0,1073.5,1.0,6.3,15.2,0.0,0.0,0.0,0.0,525.0,0,0,13,5,9
N-doped carbon,none,h2so4,1.0,1405.6,0.73,0.0,0.0,1211.3,1.0,4.2,13.6,0.0,0.0,0.0,0.0,409.0,0,0,13,5,9
AC,none,h2so4,1.0,1840.3,1.17,0.0,0.0,1186.7,1.0,0.0,4.5,0.0,0.0,0.0,0.0,182.0,0,0,3,5,9
rgo,none,koh,1.0,305.1,2.5,0.0,0.0,0.0,0.0,0.0,4.81,0.0,0.0,0.0,0.0,89.0,0,1,38,5,14
porous graphene,none,koh,1.0,124.5,1.1,0.0,0.0,0.0,0.81,0.0,10.1,0.0,0.0,0.0,0.0,112.0,0,1,37,5,14
porous graphene,none,koh,1.0,427.3,2.8,0.0,0.0,0.0,1.12,0.0,8.19,0.0,0.0,0.0,0.0,143.0,0,1,37,5,14
porous graphene,none,koh,1.0,1218.5,5.3,0.0,0.0,0.0,1.73,0.0,3.95,0.0,0.0,0.0,0.0,291.0,0,1,37,5,14
porous carbon,none,koh,1.0,686.8,0.91,5.3,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0,1,36,5,14
porous carbon,none,koh,1.0,1076.9,1.46,5.4,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0,1,36,5,14
porous carbon,none,koh,1.0,363.0,0.73,8.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0,1,36,5,14
porous carbon,none,koh,1.0,521.0,0.74,5.7,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0,1,36,5,14
graphene,cnt,koh,0.9,263.0,0.28,4.7,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,162.3,1,0,32,2,14
S-doped porous carbon,none,h2so4,1.0,700.0,0.473,0.211,0.161,0.0,0.0,0.0,10.7,0.0,2.9,0.0,0.0,138.0,0,0,22,5,9
S-doped porous carbon,graphene,h2so4,1.0,755.0,0.587,0.271,0.21,0.0,0.0,0.0,10.0,0.0,2.6,0.0,0.0,178.0,1,0,22,4,9
S-doped porous carbon,graphene,h2so4,1.0,831.0,0.589,0.283,0.217,0.0,0.0,0.0,11.2,0.0,3.1,0.0,0.0,144.0,1,0,22,4,9
S-doped porous carbon,graphene,h2so4,1.0,847.0,0.605,0.307,0.237,0.0,0.0,0.0,8.9,0.0,2.6,0.0,0.0,157.0,1,0,22,4,9
CNT,none,h2so4,0.8,272.0,0.68,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,0,9,5,9
N-doped carbon,cnt,h2so4,0.8,200.0,0.45,0.0,0.04,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,50.0,1,0,13,2,9
N-doped carbon,cnt,h2so4,0.8,172.0,0.45,0.0,0.03,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,56.0,1,0,13,2,9
N-doped carbon,none,koh,1.0,1305.0,0.586,1.0,0.505,1255.0,0.0,2.42,32.64,0.0,0.0,0.0,0.0,199.0,0,1,13,5,14
N-doped carbon,none,koh,1.0,1505.0,0.679,1.0,0.588,1443.0,0.0,2.35,21.31,0.0,0.0,0.0,0.0,214.0,0,1,13,5,14
N-doped carbon,none,koh,1.0,1586.0,0.795,1.0,0.688,1499.0,0.0,2.09,10.22,0.0,0.0,0.0,0.0,232.0,0,1,13,5,14
N-doped carbon,none,koh,1.0,1598.0,0.862,1.0,0.737,1508.0,0.0,1.89,7.91,0.0,0.0,0.0,0.0,221.0,0,1,13,5,14
N-doped carbon,none,koh,1.0,1424.0,0.784,1.0,0.663,1334.0,0.0,1.68,7.23,0.0,0.0,0.0,0.0,176.0,0,1,13,5,14
CNT,none,na2so4,1.8,325.48,0.24,5.32,0.09,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0,29.0,0,0,9,5,19
N-doped AC,cnt,na2so4,1.8,489.39,0.37,6.23,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1,0,12,2,19
N-doped AC,cnt,na2so4,1.8,1889.12,1.72,3.78,0.61,0.0,0.0,6.71,7.89,0.0,2.28,0.0,0.0,105.4,1,0,12,2,19
porous carbon,none,h2so4,0.6,676.95,0.424,1.2,0.254,620.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0,1,36,5,9
porous carbon,none,h2so4,0.6,376.65,0.324,1.0,0.196,330.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0,0,36,5,9
porous carbon,none,h2so4,0.6,549.78,0.338,1.0,0.192,459.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0,1,36,5,9
porous carbon,none,h2so4,0.6,349.98,0.238,0.9,0.152,279.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0,0,36,5,9
porous graphene,none,koh,0.9,1754.0,2.81,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,0,0,37,5,14
unknown,none,teabf4,2.5,1754.0,2.81,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0,0,39,5,23
N-doped porous carbon,none,koh,0.9,2080.0,1.23,1.89,0.0,0.0,0.0,2.8,12.4,0.0,0.0,0.0,0.0,270.0,0,0,16,5,14
RGO,cnt,h2so4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,1,0,21,2,9
porous carbon,none,koh,1.2,745.0,0.83,1.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0,0,36,5,14
porous carbon,none,koh,1.2,1026.0,1.71,3.2,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0,0,36,5,14
porous carbon,none,koh,1.2,721.0,1.68,17.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0,0,36,5,14
graphene,cnt,koh,1.0,123.78,0.0,0.82,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,145.0,1,0,32,2,14
graphene,none,koh,1.0,311.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0,0,32,5,14
graphene,none,koh,1.0,128.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0,0,32,5,14
carbon,none,teabf4,4.0,179.1,0.1,0.0,0.0,0.0,0.0,0.1,5.87,0.0,0.0,0.0,0.0,166.0,0,0,23,5,23
carbon,none,teabf4,4.0,86.8,0.05,0.0,0.0,0.0,0.0,0.23,5.23,0.0,0.0,0.0,0.0,139.7,0,0,23,5,23
carbon,none,teabf4,4.0,37.6,0.01,0.0,0.0,0.0,0.0,0.15,5.11,0.0,0.0,0.0,0.0,72.6,0,0,23,5,23
porous carbon,none,na2so4,1.0,1800.0,1.2,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0,0,36,5,19
porous carbon,none,koh,1.0,455.0,0.33,0.46,0.23,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,127.6,0,1,36,5,14
porous carbon,none,koh,1.0,686.0,0.5,0.49,0.32,0.0,0.934,0.0,0.0,0.0,0.0,0.0,0.0,200.72,0,1,36,5,14
porous carbon,none,koh,1.0,783.0,0.56,0.5,0.37,0.0,0.926,0.0,0.0,0.0,0.0,0.0,0.0,226.2,0,1,36,5,14
porous carbon,none,koh,1.0,799.0,0.54,0.51,0.39,0.0,0.877,0.0,0.0,0.0,0.0,0.0,0.0,135.4,0,1,36,5,14
porous carbon,none,koh,1.0,640.0,0.47,0.48,0.33,0.0,0.952,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0,1,36,5,14
porous carbon,none,koh,1.0,566.0,0.4,0.48,0.29,0.0,0.926,0.0,0.0,0.0,0.0,0.0,0.0,99.2,0,1,36,5,14
porous carbon,none,koh,1.0,515.0,0.36,0.49,0.21,0.0,0.926,0.0,0.0,0.0,0.0,0.0,0.0,144.8,0,1,36,5,14
porous carbon,none,koh,1.0,406.0,0.29,0.51,0.22,0.0,0.926,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0,1,36,5,14
porous carbon,none,koh,1.0,672.0,0.38,1.56,0.34,654.0,0.0,0.0,10.48,0.0,0.0,0.0,0.0,300.4,0,0,36,5,14
porous carbon,none,koh,1.0,1023.0,0.56,1.2,0.52,1006.0,0.0,0.0,8.96,0.0,0.0,0.0,0.0,272.3,0,0,36,5,14
porous carbon,none,koh,1.0,1380.0,0.78,1.25,0.59,1169.0,0.0,0.0,8.17,0.0,0.0,0.0,0.0,243.4,0,0,36,5,14
porous carbon,none,koh,1.0,2008.0,3.44,1.4,0.27,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.3,0,0,36,5,14
porous carbon,none,emimbf4,3.0,2008.0,3.44,1.4,0.27,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.3,0,0,36,5,4
porous carbon,none,h2so4,1.0,705.9,0.0,0.0,0.0,0.0,0.0,19.8,11.1,0.0,0.0,0.0,0.0,411.8,0,0,36,5,9
porous carbon,none,h2so4,1.0,212.4,0.0,0.0,0.0,0.0,0.0,15.8,4.0,0.0,0.0,0.0,0.0,272.0,0,0,36,5,9
porous carbon,none,koh,0.9,312.0,0.26,0.0,0.12,0.0,0.78,1.2,5.6,0.0,0.0,0.0,0.0,125.0,0,0,36,5,14
porous carbon,none,koh,0.9,1588.0,1.01,0.0,0.74,0.0,0.84,5.3,9.3,0.0,0.0,0.0,0.0,240.4,0,0,36,5,14
porous carbon,none,koh,0.9,2665.0,1.46,0.0,1.18,0.0,0.81,1.1,10.9,0.0,0.0,0.0,0.0,279.1,0,0,36,5,14
porous carbon,none,koh,0.9,2856.0,1.25,0.0,1.1,0.0,0.83,2.2,11.1,0.0,0.0,0.0,0.0,386.2,0,0,36,5,14
porous carbon,none,koh,0.9,3253.0,1.72,0.0,1.08,0.0,0.86,0.9,7.1,0.0,0.0,0.0,0.0,365.9,0,0,36,5,14
nanosheet,none,h2so4,1.0,7.91,0.0018,0.0,0.0,5.24,0.68,0.6,1.9,0.0,0.0,0.0,0.0,2.1,0,0,35,5,9
nanosheet,none,h2so4,1.0,543.68,0.25,0.0,0.0,539.98,0.89,1.2,8.5,0.0,0.0,0.0,0.0,221.3,0,0,35,5,9
porous carbon,none,h2so4,1.0,1092.0,0.0,0.0,0.0,0.0,0.67,0.0,3.5,0.0,0.0,0.0,0.0,91.0,0,0,36,5,9
porous carbon,none,h2so4,1.0,519.0,0.0,0.0,0.0,0.0,1.24,0.0,6.8,0.0,0.0,0.0,0.0,35.0,0,0,36,5,9
porous carbon,none,h2so4,1.0,126.0,0.0,0.0,0.0,0.0,2.37,1.2,14.5,0.0,0.0,0.0,0.0,3.0,0,0,36,5,9
graphene,none,koh,1.0,8.6,0.032,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,270.0,0,0,32,5,14
graphene,none,koh,1.0,7.24,0.021,0.0,0.0,0.0,0.0,0.0,36.31,0.0,0.0,0.0,0.0,353.0,0,0,32,5,14
graphene,none,koh,1.0,12.86,0.043,0.0,0.0,0.0,0.0,0.0,31.51,0.0,0.0,0.0,0.0,280.0,0,0,32,5,14
graphene,none,koh,1.0,15.79,0.057,0.0,0.0,0.0,0.0,0.0,28.06,0.0,0.0,0.0,0.0,170.0,0,0,32,5,14
graphene,none,koh,1.0,6.24,0.017,0.0,0.0,0.0,0.0,0.0,23.06,0.0,0.0,0.0,0.0,276.0,0,0,32,5,14
porous carbon,none,h2so4,1.0,3270.0,1.94,1.5,0.0,149.3,0.0,0.0,3.8,0.0,0.0,0.0,0.0,425.0,0,1,36,5,9
porous carbon,none,teabf4,2.0,3270.0,1.94,1.5,0.0,149.3,0.0,0.0,3.8,0.0,0.0,0.0,0.0,210.0,0,0,36,5,23
porous carbon,none,teabf4,2.0,2170.0,1.02,0.6,0.0,1173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0,0,36,5,23
porous carbon,none,h2so4,0.6,1230.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0,0,36,5,9
unknown,none,koh,1.0,1015.4,0.0,3.87,0.0,0.0,1.07,5.04,8.76,0.0,0.0,0.0,0.0,440.0,0,0,39,5,14
porous graphene,none,koh,1.0,715.0,0.99,1.53,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0,0,37,5,14
graphene,none,koh,1.0,220.0,0.45,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0,0,32,5,14
graphene,cnt,koh,1.0,811.5,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,212.7,1,0,32,2,14
graphene,none,koh,1.0,891.2,0.0,0.0,0.0,0.0,1.02,0.0,0.0,1.02,0.0,0.0,0.0,116.6,0,0,32,5,14
AC,none,koh,1.3,1642.0,0.72,1.17,0.0,0.0,0.74,0.0,0.0,0.74,0.0,0.0,0.0,234.0,0,1,3,5,14
AC,none,koh,1.3,2823.0,1.47,1.17,0.0,0.0,0.76,0.0,0.0,0.76,0.0,0.0,0.0,316.0,0,1,3,5,14
AC,none,koh,1.3,2094.0,1.19,1.17,0.0,0.0,1.11,0.0,0.0,1.11,0.0,0.0,0.0,224.0,0,1,3,5,14
CNT,none,unknown,1.0,1889.12,1.72,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0,0,9,5,25
CNT,none,unknown,1.0,1889.12,1.72,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0,0,9,5,25
3D carbon,none,koh,1.0,376.3,0.205,2.181,0.134,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0,0,0,5,14
3D carbon,none,koh,1.0,1563.0,0.876,2.242,0.695,1452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0,0,0,5,14
3D carbon,none,koh,1.0,986.7,0.442,1.791,0.378,943.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0,0,0,5,14
3D carbon,none,koh,1.0,1221.0,0.664,2.176,0.528,1124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0,0,0,5,14
3D carbon,none,h2so4,1.0,4073.0,2.26,0.0,0.0,0.0,1.121,0.55,17.88,0.0,0.0,0.0,0.0,225.0,0,1,0,5,9
porous carbon,none,koh,1.0,2340.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0,0,36,5,14
N-doped AC,none,koh,1.0,300.0,0.35,0.0,0.0,0.0,0.0,6.88,5.95,0.0,0.0,0.0,1.12,114.0,0,1,12,5,14
N-doped AC,none,koh,1.0,1098.5,0.61,0.0,0.0,0.0,0.0,5.97,12.76,0.0,0.0,0.0,0.98,332.0,0,1,12,5,14
N-doped AC,none,koh,1.0,1134.2,0.66,0.0,0.0,0.0,0.0,4.83,13.9,0.0,0.0,0.0,0.78,310.0,0,1,12,5,14
N-doped AC,none,koh,1.0,871.7,0.55,0.0,0.0,0.0,0.0,3.42,17.69,0.0,0.0,0.0,0.41,234.0,0,1,12,5,14
N-doped AC,none,emibf4,3.0,1098.5,0.61,0.0,0.0,0.0,0.0,5.97,12.76,0.0,0.0,0.0,0.98,120.0,0,0,12,5,3
CDC,none,koh,1.0,1489.0,0.646,1.14,0.554,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0,0,7,5,14
CDC,none,koh,1.0,1684.0,1.162,0.0,0.203,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0,0,7,5,14
AC,none,koh,1.0,1383.0,0.99,1.98,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0,0,3,5,14
carbon,none,koh,1.0,1651.0,1.14,2.87,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0,0,23,5,14
carbon,none,koh,1.0,2859.0,1.39,2.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0,0,23,5,14
porous carbon,cnt,h2so4,0.9,1020.0,0.45,0.0,0.38,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.8,1,0,36,2,9
porous carbon,cnt,h2so4,0.9,1240.0,0.79,0.0,0.47,1109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.3,1,0,36,2,9
porous carbon,cnt,h2so4,0.9,1598.0,0.81,0.0,0.61,1458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.7,1,0,36,2,9
porous carbon,cnt,h2so4,0.9,1705.0,0.82,0.0,0.75,1582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,1,0,36,2,9
CNT,go,h2so4,1.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,252.0,1,0,9,3,9
NF-doped carbon,none,koh,1.0,1.9,0.0,0.0,0.0,0.0,1.01,9.89,5.75,0.0,0.0,0.0,0.0,153.3,0,0,18,5,14
NF-doped carbon,none,koh,1.0,1.4,0.015,0.55,0.0,0.0,0.88,8.76,4.24,0.0,0.0,0.0,0.0,189.0,0,0,18,5,14
NF-doped carbon,none,h2so4,1.0,1.4,0.015,0.55,0.0,0.0,0.88,8.76,4.24,0.0,0.0,0.0,0.0,270.0,0,0,18,5,9
3D graphene,none,h2so4,0.9,0.0,0.0,10.0,0.0,0.0,1.21,0.0,0.6,0.0,0.0,0.0,0.0,95.0,0,0,1,5,9
3D graphene,none,h2so4,0.9,1591.0,2.62,5.5,0.0,0.0,2.51,0.0,4.62,0.0,0.0,0.0,0.0,303.0,0,0,1,5,9
CNT,none,koh,1.0,950.0,0.0,1.2,0.0,0.0,0.09,0.0,5.35,0.0,0.0,0.0,0.0,98.0,0,1,9,5,14
CNT,none,koh,1.0,805.0,0.0,1.2,0.0,0.0,0.09,0.0,5.3,0.0,0.0,0.0,0.0,91.0,0,1,9,5,14
N-doped porous carbon,none,koh,0.8,315.0,0.65,5.1,0.0,129.0,0.0,3.7,33.8,0.0,0.0,0.0,0.0,130.0,0,0,16,5,14
N-doped porous carbon,none,koh,0.8,1087.0,0.6,1.2,0.0,801.0,0.0,7.5,28.2,0.0,0.0,0.0,0.0,310.0,0,0,16,5,14
N-doped porous carbon,none,koh,0.8,1113.0,0.68,1.13,0.0,889.0,0.0,3.6,25.9,0.0,0.0,0.0,0.0,348.0,0,0,16,5,14
N-doped porous carbon,none,koh,0.8,1343.0,0.73,1.15,0.0,1039.0,0.0,2.1,16.0,0.0,0.0,0.0,0.0,250.0,0,0,16,5,14
N-doped porous carbon,none,koh,0.8,2032.0,0.83,0.64,0.0,1735.0,0.0,3.6,26.7,0.0,0.0,0.0,0.0,362.0,0,0,16,5,14
BN-doped carbon,cnt,h2so4,1.0,690.0,1.53,0.7,0.137,0.0,0.0,10.8,6.9,6.9,0.0,0.0,0.0,213.0,1,1,6,2,9
BN-doped carbon,none,h2so4,1.0,814.0,1.4,0.6,0.182,0.0,0.0,11.6,10.1,9.6,0.0,0.0,0.0,427.0,0,1,6,5,9
cnt,none,h2so4,1.0,294.0,1.39,1.2,0.05,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,25.0,0,1,31,5,9
BN-doped carbon,graphene,h2so4,1.0,798.0,1.43,1.0,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,1,1,6,4,9
