PW (V),SSA (m2/g),PV (cm3/g),PS (nm),Id/Ig,C%,N%,O %,S%,current density (A/g),Electrode(encoded),Electrolyte(encoded),Method(encoded),Capacitance (F/g)
1.0,1872.0,0.86,3.8,0.89,85.57,1.39,9.61,0.0,1.0,14,34,1,255.0
1.0,1872.0,0.86,3.8,0.89,85.57,1.39,9.61,0.0,5.0,14,34,1,222.0
1.0,1872.0,0.86,3.8,0.89,85.57,1.39,9.61,0.0,10.0,14,34,1,198.0
0.6,126.36,0.091876,2.26,1.18,82.2,0.0,16.08,1.72,1.0,401,13,1,65.0
0.6,126.36,0.091876,2.26,1.18,82.2,0.0,16.08,1.72,2.0,401,13,1,63.0
0.6,126.36,0.091876,2.26,1.18,82.2,0.0,16.08,1.72,3.0,401,13,1,60.0
0.6,126.36,0.091876,2.26,1.18,82.2,0.0,16.08,1.72,4.0,401,13,1,60.0
0.6,126.36,0.091876,2.26,1.18,82.2,0.0,16.08,1.72,5.0,401,13,1,58.0
0.6,126.36,0.091876,2.26,1.18,82.2,0.0,16.08,1.72,10.0,401,13,1,50.0
0.6,126.36,0.091876,2.26,1.18,82.2,0.0,16.08,1.72,15.0,401,13,1,50.0
0.6,126.36,0.091876,2.26,1.18,82.2,0.0,16.08,1.72,20.0,401,13,1,33.0
0.6,462.51,0.1962,2.26,1.19,80.09,0.0,16.74,3.17,1.0,402,13,1,232.0
0.6,462.51,0.1962,2.26,1.19,80.09,0.0,16.74,3.17,2.0,402,13,1,223.0
0.6,462.51,0.1962,2.26,1.19,80.09,0.0,16.74,3.17,3.0,402,13,1,215.0
0.6,462.51,0.1962,2.26,1.19,80.09,0.0,16.74,3.17,4.0,402,13,1,211.0
0.6,462.51,0.1962,2.26,1.19,80.09,0.0,16.74,3.17,5.0,402,13,1,200.0
0.6,462.51,0.1962,2.26,1.19,80.09,0.0,16.74,3.17,10.0,402,13,1,183.0
0.6,462.51,0.1962,2.26,1.19,80.09,0.0,16.74,3.17,15.0,402,13,1,175.0
0.6,462.51,0.1962,2.26,1.19,80.09,0.0,16.74,3.17,20.0,402,13,1,166.0
0.6,414.68,0.2137,2.26,1.19,83.86999999999999,0.0,13.12,3.01,1.0,403,13,1,200.0
0.6,414.68,0.2137,2.26,1.19,83.86999999999999,0.0,13.12,3.01,2.0,403,13,1,193.0
0.6,414.68,0.2137,2.26,1.19,83.86999999999999,0.0,13.12,3.01,3.0,403,13,1,150.0
0.6,414.68,0.2137,2.26,1.19,83.86999999999999,0.0,13.12,3.01,4.0,403,13,1,100.0
0.6,414.68,0.2137,2.26,1.19,83.86999999999999,0.0,13.12,3.01,5.0,403,13,1,84.0
0.6,414.68,0.2137,2.26,1.19,83.86999999999999,0.0,13.12,3.01,10.0,403,13,1,83.0
0.6,474.99,0.2511,2.26,1.19,85.69,0.0,10.24,4.07,1.0,404,13,1,275.0
0.6,474.99,0.2511,2.26,1.19,85.69,0.0,10.24,4.07,2.0,404,13,1,260.0
0.6,474.99,0.2511,2.26,1.19,85.69,0.0,10.24,4.07,3.0,404,13,1,255.0
0.6,474.99,0.2511,2.26,1.19,85.69,0.0,10.24,4.07,4.0,404,13,1,250.0
0.6,474.99,0.2511,2.26,1.19,85.69,0.0,10.24,4.07,5.0,404,13,1,248.0
0.6,474.99,0.2511,2.26,1.19,85.69,0.0,10.24,4.07,10.0,404,13,1,233.0
0.6,474.99,0.2511,2.26,1.19,85.69,0.0,10.24,4.07,15.0,404,13,1,225.0
0.6,474.99,0.2511,2.26,1.19,85.69,0.0,10.24,4.07,20.0,404,13,1,200.0
1.4,474.99,0.2511,2.26,1.19,85.69,0.0,10.24,4.07,1.0,404,13,0,137.7
1.4,474.99,0.2511,2.26,1.19,85.69,0.0,10.24,4.07,2.0,404,13,0,97.0
1.4,474.99,0.2511,2.26,1.19,85.69,0.0,10.24,4.07,3.0,404,13,0,82.28
1.4,474.99,0.2511,2.26,1.19,85.69,0.0,10.24,4.07,4.0,404,13,0,73.14
1.4,474.99,0.2511,2.26,1.19,85.69,0.0,10.24,4.07,5.0,404,13,0,64.28
1.0,952.0,0.632,2.653,1.02,75.48,0.41,24.11,0.0,1.0,190,34,1,225.0
1.0,952.0,0.632,2.653,1.02,75.48,0.41,24.11,0.0,2.003738317757,190,34,1,208.309178743961
1.0,952.0,0.632,2.653,1.02,75.48,0.41,24.11,0.0,3.02056074766355,190,34,1,203.574879227053
1.0,952.0,0.632,2.653,1.02,75.48,0.41,24.11,0.0,5.02429906542056,190,34,1,197.487922705314
1.0,952.0,0.632,2.653,1.02,75.48,0.41,24.11,0.0,8.01495327102803,190,34,1,192.753623188405
1.0,952.0,0.632,2.653,1.02,75.48,0.41,24.11,0.0,10.018691588785,190,34,1,192.07729468599
1.0,952.0,0.632,2.653,1.02,75.48,0.41,24.11,0.0,15.0,190,34,1,185.0
1.0,1067.0,0.748,2.802,0.93,86.10000000000001,0.3,13.6,0.0,1.0,189,34,1,200.0
1.0,1067.0,0.748,2.802,0.93,86.10000000000001,0.3,13.6,0.0,2.003738317757,189,34,1,182.608695652173
1.0,1067.0,0.748,2.802,0.93,86.10000000000001,0.3,13.6,0.0,3.02056074766355,189,34,1,175.845410628019
1.0,1067.0,0.748,2.802,0.93,86.10000000000001,0.3,13.6,0.0,5.02429906542056,189,34,1,169.75845410628
1.0,1067.0,0.748,2.802,0.93,86.10000000000001,0.3,13.6,0.0,8.01495327102803,189,34,1,165.024154589372
1.0,1067.0,0.748,2.802,0.93,86.10000000000001,0.3,13.6,0.0,10.018691588785,189,34,1,162.31884057971
1.0,1067.0,0.748,2.802,0.93,86.10000000000001,0.3,13.6,0.0,15.0,189,34,1,159.0
1.0,1104.0,0.718,2.497,0.93,88.83,0.25,10.92,0.0,1.0,188,34,1,198.0
1.0,1104.0,0.718,2.497,0.93,88.83,0.25,10.92,0.0,2.03364485981308,188,34,1,175.845410628019
1.0,1104.0,0.718,2.497,0.93,88.83,0.25,10.92,0.0,3.02056074766355,188,34,1,170.434782608695
1.0,1104.0,0.718,2.497,0.93,88.83,0.25,10.92,0.0,5.02429906542056,188,34,1,165.024154589372
1.0,1104.0,0.718,2.497,0.93,88.83,0.25,10.92,0.0,8.01495327102803,188,34,1,159.613526570048
1.0,1104.0,0.718,2.497,0.93,88.83,0.25,10.92,0.0,10.018691588785,188,34,1,156.908212560386
1.0,1104.0,0.718,2.497,0.93,88.83,0.25,10.92,0.0,15.0,188,34,1,153.0
1.0,952.0,0.632,2.653,1.02,75.48,0.41,24.11,0.0,1.0,190,34,0,160.0
1.0,952.0,0.632,2.653,1.02,75.48,0.41,24.11,0.0,1.99233716475095,190,34,0,144.761557241031
1.0,952.0,0.632,2.653,1.02,75.48,0.41,24.11,0.0,2.98850574712643,190,34,0,138.457528605311
1.0,952.0,0.632,2.653,1.02,75.48,0.41,24.11,0.0,5.0,190,34,0,129.931972789115
1.0,952.0,0.632,2.653,1.02,75.48,0.41,24.11,0.0,8.00766283524904,190,34,0,121.905109425634
1.0,952.0,0.632,2.653,1.02,75.48,0.41,24.11,0.0,10.0,190,34,0,121.0
1.0,1067.0,0.748,2.802,0.93,86.10000000000001,0.3,13.6,0.0,1.0,189,34,0,141.0
1.0,1067.0,0.748,2.802,0.93,86.10000000000001,0.3,13.6,0.0,1.99233716475095,189,34,0,130.249085585702
1.0,1067.0,0.748,2.802,0.93,86.10000000000001,0.3,13.6,0.0,2.98850574712643,189,34,0,127.573174863815
1.0,1067.0,0.748,2.802,0.93,86.10000000000001,0.3,13.6,0.0,5.0,189,34,0,118.140589569161
1.0,1067.0,0.748,2.802,0.93,86.10000000000001,0.3,13.6,0.0,7.98850574712643,189,34,0,106.938254228894
1.0,1067.0,0.748,2.802,0.93,86.10000000000001,0.3,13.6,0.0,10.0,189,34,0,102.0
1.0,1104.0,0.718,2.497,0.93,88.83,0.25,10.92,0.0,1.0,188,34,0,147.0
1.0,1104.0,0.718,2.497,0.93,88.83,0.25,10.92,0.0,1.99233716475095,188,34,0,127.981511889557
1.0,1104.0,0.718,2.497,0.93,88.83,0.25,10.92,0.0,2.98850574712643,188,34,0,118.502880079234
1.0,1104.0,0.718,2.497,0.93,88.83,0.25,10.92,0.0,5.0,188,34,0,109.07029478458
1.0,1104.0,0.718,2.497,0.93,88.83,0.25,10.92,0.0,7.98850574712643,188,34,0,96.507415226627
1.0,1104.0,0.718,2.497,0.93,88.83,0.25,10.92,0.0,10.0,188,34,0,91.0
2.0,952.0,0.632,2.653,1.02,75.48,0.41,24.11,0.0,0.1,190,18,0,130.0
2.0,952.0,0.632,2.653,1.02,75.48,0.41,24.11,0.0,0.197886277739718,190,18,0,114.029850746268
2.0,952.0,0.632,2.653,1.02,75.48,0.41,24.11,0.0,0.500889056522441,190,18,0,104.477611940298
2.0,952.0,0.632,2.653,1.02,75.48,0.41,24.11,0.0,1.00254785895175,190,18,0,98.8059701492537
2.0,952.0,0.632,2.653,1.02,75.48,0.41,24.11,0.0,2.00237081739317,190,18,0,91.9402985074627
2.0,1067.0,0.748,2.802,0.93,86.10000000000001,0.3,13.6,0.0,0.1,189,18,0,124.0
2.0,1067.0,0.748,2.802,0.93,86.10000000000001,0.3,13.6,0.0,0.197909370116924,189,18,0,114.925373134328
2.0,1067.0,0.748,2.802,0.93,86.10000000000001,0.3,13.6,0.0,0.500904451440579,189,18,0,105.074626865671
2.0,1067.0,0.748,2.802,0.93,86.10000000000001,0.3,13.6,0.0,1.00239390977038,189,18,0,92.8358208955224
2.0,1067.0,0.748,2.802,0.93,86.10000000000001,0.3,13.6,0.0,2.00225535550714,189,18,0,87.4626865671641
2.0,1104.0,0.718,2.497,0.93,88.83,0.25,10.92,0.0,0.1,188,18,0,121.0
2.0,1104.0,0.718,2.497,0.93,88.83,0.25,10.92,0.0,0.197855487903443,188,18,0,112.835820895522
2.0,1104.0,0.718,2.497,0.93,88.83,0.25,10.92,0.0,0.500842871768029,188,18,0,102.686567164179
2.0,1104.0,0.718,2.497,0.93,88.83,0.25,10.92,0.0,1.00213219616204,188,18,0,82.6865671641791
2.0,1104.0,0.718,2.497,0.93,88.83,0.25,10.92,0.0,2.00200903681694,188,18,0,77.910447761194
0.9,358.85,0.18,1.95,0.95,85.57,1.39,9.61,0.0,0.05,88,34,0,20.2640520991036
0.9,358.85,0.18,1.95,0.95,85.57,1.39,9.61,0.0,0.0998834498834498,88,34,0,9.72763319155069
0.9,358.85,0.18,1.95,0.95,85.57,1.39,9.61,0.0,0.1502331002331,88,34,0,7.56369403792084
0.9,415.0,0.19,1.92,0.95,85.57,1.39,9.61,0.0,0.05,90,34,0,80.5939490063201
0.9,415.0,0.19,1.92,0.95,85.57,1.39,9.61,0.0,0.10011655011655,90,34,0,74.0994400788215
0.9,415.0,0.19,1.92,0.95,85.57,1.39,9.61,0.0,0.1502331002331,90,34,0,67.8935909451373
0.9,618.61,0.3,1.93,0.93,85.57,1.39,9.61,0.0,0.05,93,34,0,79.7279696248768
0.9,618.61,0.3,1.93,0.93,85.57,1.39,9.61,0.0,0.10011655011655,93,34,0,70.9241823468627
0.9,618.61,0.3,1.93,0.93,85.57,1.39,9.61,0.0,0.1502331002331,93,34,0,62.4090548626631
0.9,400.91,0.19,1.92,0.91,85.57,1.39,9.61,0.0,0.05,89,34,0,36.1403407588974
0.9,400.91,0.19,1.92,0.91,85.57,1.39,9.61,0.0,0.0998834498834498,89,34,0,21.274024944128
0.9,469.64,0.23,1.88,0.89,85.57,1.39,9.61,0.0,0.05,91,34,0,60.6764232331242
0.9,469.64,0.23,1.88,0.89,85.57,1.39,9.61,0.0,0.10011655011655,91,34,0,51.5839761612957
0.9,469.64,0.23,1.88,0.89,85.57,1.39,9.61,0.0,0.15,91,34,0,41.3362170475572
0.9,738.74,0.37,2.0,0.98,77.52,1.23,12.08,0.0,0.05,94,34,0,86.9444644702376
0.9,738.74,0.37,2.0,0.98,77.52,1.23,12.08,0.0,0.10011655011655,94,34,0,81.3159349241823
0.9,738.74,0.37,2.0,0.98,77.52,1.23,12.08,0.0,0.1502331002331,94,34,0,77.4193641410136
0.9,708.79,0.35,1.99,0.95,85.57,1.39,9.61,0.0,0.0502403846153846,84,34,0,95.0318471337579
0.9,708.79,0.35,1.99,0.95,85.57,1.39,9.61,0.0,0.1,84,34,0,89.6815286624203
0.9,708.79,0.35,1.99,0.95,85.57,1.39,9.61,0.0,0.15,84,34,0,84.7133757961783
0.9,750.7,0.37,1.98,0.92,76.21,1.2,13.09,0.03,0.05,86,34,0,93.1210191082802
0.9,750.7,0.37,1.98,0.92,76.21,1.2,13.09,0.03,0.100240384615384,86,34,0,89.0445859872611
0.9,750.7,0.37,1.98,0.92,76.21,1.2,13.09,0.03,0.15,86,34,0,86.624203821656
0.9,686.62,0.34,1.98,0.95,85.57,1.39,9.61,0.0,0.05,92,34,0,80.8917197452229
0.9,686.62,0.34,1.98,0.95,85.57,1.39,9.61,0.0,0.1,92,34,0,72.7388535031847
0.9,686.62,0.34,1.98,0.95,85.57,1.39,9.61,0.0,0.15,92,34,0,65.9872611464968
0.9,700.48,0.34,1.95,0.95,85.57,1.39,9.61,0.0,0.0502403846153846,85,34,0,95.2866242038216
0.9,700.48,0.34,1.95,0.95,85.57,1.39,9.61,0.0,0.100240384615384,85,34,0,90.5732484076433
0.9,700.48,0.34,1.95,0.95,85.57,1.39,9.61,0.0,0.150240384615384,85,34,0,87.2611464968152
0.9,661.52,0.32,1.98,0.92,85.57,1.39,9.61,0.0,0.05,87,34,0,98.5987261146496
0.9,661.52,0.32,1.98,0.92,85.57,1.39,9.61,0.0,0.1,87,34,0,92.7388535031847
0.9,661.52,0.32,1.98,0.92,85.57,1.39,9.61,0.0,0.150240384615384,87,34,0,89.2993630573248
1.0,582.0,1.38,7.03,0.859,81.08,6.18,12.74,0.0,0.5,209,34,1,138.6
1.0,1361.0,1.57,3.69,0.899,85.9,6.06,8.04,0.0,0.5,210,34,1,302.4
1.0,908.0,1.42,5.54,0.965,87.83,4.48,7.69,0.0,0.5,211,34,1,189.0
1.0,679.0,0.98,6.21,0.995,89.32,4.01,6.67,0.0,0.5,212,34,1,50.2
1.0,495.0,1.46,9.33,1.031,90.55000000000001,2.96,6.49,0.0,0.5,213,34,1,80.1
1.0,1361.0,1.57,3.69,0.899,85.9,6.06,8.04,0.0,0.5,210,34,1,103.8
1.0,1361.0,1.57,3.69,0.899,85.9,6.06,8.04,0.0,0.5,210,34,0,42.8
1.0,1361.0,1.57,3.69,0.899,85.9,6.06,8.04,0.0,1.0,210,34,0,37.8
1.0,1361.0,1.57,3.69,0.899,85.9,6.06,8.04,0.0,2.0,210,34,0,31.9
1.0,1361.0,1.57,3.69,0.899,85.9,6.06,8.04,0.0,5.0,210,34,0,22.9
1.8,1361.0,1.57,3.69,0.899,85.9,6.06,8.04,0.0,0.5,210,21,0,61.5
1.0,267.04,0.15,4.7,0.97,69.11,0.69,30.2,0.0,0.142857142857143,444,34,1,77.8270509977827
1.0,267.04,0.15,4.7,0.97,69.11,0.69,30.2,0.0,0.5,444,34,1,75.8314855875831
1.0,267.04,0.15,4.7,0.97,69.11,0.69,30.2,0.0,1.0,444,34,1,69.9
1.0,267.04,0.15,4.7,0.97,69.11,0.69,30.2,0.0,2.0,444,34,1,68.5144124168514
1.0,267.04,0.15,4.7,0.97,69.11,0.69,30.2,0.0,3.0,444,34,1,67.1840354767184
1.0,267.04,0.15,4.7,0.97,69.11,0.69,30.2,0.0,5.0,444,34,1,63.8580931263858
1.0,267.04,0.15,4.7,0.97,69.11,0.69,30.2,0.0,10.0,444,34,1,57.2062084257206
1.0,267.04,0.15,4.7,0.97,69.11,0.69,30.2,0.0,15.0,444,34,1,53.2150776053215
1.0,267.04,0.15,4.7,0.97,69.11,0.69,30.2,0.0,20.0,444,34,1,47.8935698447893
1.0,1137.7,0.69,4.6,0.99,72.38,0.43,27.19,0.0,0.178571428571428,436,34,1,192.90465631929
1.0,1137.7,0.69,4.6,0.99,72.38,0.43,27.19,0.0,0.5,436,34,1,189.4
1.0,1137.7,0.69,4.6,0.99,72.38,0.43,27.19,0.0,1.0,436,34,1,175.0
1.0,1137.7,0.69,4.6,0.99,72.38,0.43,27.19,0.0,2.0,436,34,1,162.30598669623
1.0,1137.7,0.69,4.6,0.99,72.38,0.43,27.19,0.0,3.0,436,34,1,156.984478935698
1.0,1137.7,0.69,4.6,0.99,72.38,0.43,27.19,0.0,5.0,436,34,1,150.332594235033
1.0,1137.7,0.69,4.6,0.99,72.38,0.43,27.19,0.0,10.0,436,34,1,139.689578713968
1.0,1137.7,0.69,4.6,0.99,72.38,0.43,27.19,0.0,15.0,436,34,1,132.372505543237
1.0,1137.7,0.69,4.6,0.99,72.38,0.43,27.19,0.0,20.0,436,34,1,130.376940133037
1.0,1433.76,0.78,3.9,1.02,72.92,0.5,26.58,0.0,0.2,437,34,1,265.8
1.0,1433.76,0.78,3.9,1.02,72.92,0.5,26.58,0.0,0.5,437,34,1,240.0
1.0,1433.76,0.78,3.9,1.02,72.92,0.5,26.58,0.0,1.0,437,34,1,231.6
1.0,1433.76,0.78,3.9,1.02,72.92,0.5,26.58,0.0,2.0,437,34,1,220.842572062084
1.0,1433.76,0.78,3.9,1.02,72.92,0.5,26.58,0.0,3.0,437,34,1,214.190687361419
1.0,1433.76,0.78,3.9,1.02,72.92,0.5,26.58,0.0,5.0,437,34,1,206.20842572062
1.0,1433.76,0.78,3.9,1.02,72.92,0.5,26.58,0.0,10.0,437,34,1,192.90465631929
1.0,1433.76,0.78,3.9,1.02,72.92,0.5,26.58,0.0,15.0,437,34,1,183.592017738359
1.0,1433.76,0.78,3.9,1.02,72.92,0.5,26.58,0.0,20.0,437,34,1,178.270509977827
1.0,1785.41,0.84,3.3,1.05,90.26,0.33,9.41,0.0,0.178571428571428,438,34,1,199.556541019955
1.0,1785.41,0.84,3.3,1.05,90.26,0.33,9.41,0.0,0.5,438,34,1,194.8
1.0,1785.41,0.84,3.3,1.05,90.26,0.33,9.41,0.0,1.0,438,34,1,179.0
1.0,1785.41,0.84,3.3,1.05,90.26,0.33,9.41,0.0,2.0,438,34,1,164.30155210643
1.0,1785.41,0.84,3.3,1.05,90.26,0.33,9.41,0.0,3.0,438,34,1,156.984478935698
1.0,1785.41,0.84,3.3,1.05,90.26,0.33,9.41,0.0,5.0,438,34,1,146.341463414634
1.0,1785.41,0.84,3.3,1.05,90.26,0.33,9.41,0.0,10.0,438,34,1,130.376940133037
1.0,1785.41,0.84,3.3,1.05,90.26,0.33,9.41,0.0,15.0,438,34,1,121.064301552106
1.0,1785.41,0.84,3.3,1.05,90.26,0.33,9.41,0.0,20.0,438,34,1,116.40798226164
1.0,2349.37,0.86,2.26,0.94,85.57,1.39,9.61,0.0,1.0,158,30,1,140.0
2.0,527.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,0.505314261210487,388,13,0,38.2075471698113
2.0,527.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,1.00810156824307,388,13,0,29.7169811320754
2.0,527.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,2.01440363881401,388,13,0,26.1792452830189
2.0,527.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,5.00130176427346,388,13,0,24.0566037735849
2.0,527.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,8.00443365596667,388,13,0,21.9339622641509
2.0,527.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,10.0011486155354,388,13,0,21.2264150943396
2.0,1006.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,0.518523339867679,484,13,0,282.311320754717
2.0,1006.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,1.01966429796618,484,13,0,243.396226415094
2.0,1006.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,2.02454974271011,484,13,0,213.679245283018
2.0,1006.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,5.01114157069345,484,13,0,205.896226415094
2.0,1006.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,8.01377572898799,484,13,0,194.575471698113
2.0,1006.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,10.0099546679735,484,13,0,183.962264150943
2.0,1159.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,0.537054337172261,485,13,0,324.764150943396
2.0,1159.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,0.5,485,13,0,324.1
2.0,1159.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,1.0,485,13,0,297.1
2.0,1159.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,2.0,485,13,0,255.2
2.0,1159.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,5.0,485,13,0,225.2
2.0,1159.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,8.0,485,13,0,219.4
2.0,1159.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,10.0,485,13,0,211.6
2.0,1471.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,0.519212509188924,486,13,0,295.04716981132
2.0,1471.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,1.02023860573388,486,13,0,254.009433962264
2.0,1471.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,2.00912000735113,486,13,0,228.537735849056
2.0,1471.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,5.01148615535407,486,13,0,212.264150943396
2.0,1471.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,8.01431174957118,486,13,0,204.481132075471
2.0,1471.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,10.0104524013722,486,13,0,193.16037735849
1.0,28.0,0.037,5.39,0.81,85.57,1.39,9.61,0.0,1.0,444,34,1,56.3
1.0,28.0,0.037,5.39,0.81,85.57,1.39,9.61,0.0,3.03541315345699,444,34,1,41.1057692307692
1.0,28.0,0.037,5.39,0.81,85.57,1.39,9.61,0.0,4.89038785834738,444,34,1,34.6153846153846
1.0,28.0,0.037,5.39,0.81,85.57,1.39,9.61,0.0,6.99831365935919,444,34,1,31.0096153846154
1.0,28.0,0.037,5.39,0.81,85.57,1.39,9.61,0.0,10.0337268128161,444,34,1,28.8461538461538
1.0,28.0,0.037,5.39,0.81,85.57,1.39,9.61,0.0,19.9831365935919,444,34,1,25.9615384615385
1.0,28.0,0.037,5.39,0.81,85.57,1.39,9.61,0.0,50.0,444,34,1,21.6346153846154
1.0,1531.0,0.701,1.83,0.83,85.57,1.39,9.61,0.0,1.0,434,34,1,181.7
1.0,1531.0,0.701,1.83,0.83,85.57,1.39,9.61,0.0,2.95109612141652,434,34,1,155.76923076923
1.0,1531.0,0.701,1.83,0.83,85.57,1.39,9.61,0.0,4.89038785834738,434,34,1,148.557692307692
1.0,1531.0,0.701,1.83,0.83,85.57,1.39,9.61,0.0,6.99831365935919,434,34,1,144.230769230769
1.0,1531.0,0.701,1.83,0.83,85.57,1.39,9.61,0.0,9.94940978077571,434,34,1,142.067307692307
1.0,1531.0,0.701,1.83,0.83,85.57,1.39,9.61,0.0,19.9831365935919,434,34,1,133.413461538461
1.0,1531.0,0.701,1.83,0.83,85.57,1.39,9.61,0.0,50.0,434,34,1,115.384615384615
1.0,1415.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,1.0,435,34,1,239.8
1.0,1415.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,3.03541315345699,435,34,1,201.923076923076
1.0,1415.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,4.89038785834738,435,34,1,193.990384615384
1.0,1415.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,6.99831365935919,435,34,1,190.384615384615
1.0,1415.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,9.94940978077571,435,34,1,184.615384615384
1.0,1415.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,19.9831365935919,435,34,1,176.682692307692
1.0,1415.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,49.9156829679595,435,34,1,152.163461538461
1.0,2718.0,1.503,2.21,0.96,80.8,1.1,18.1,0.0,1.0,437,34,1,309.6
1.0,2718.0,1.503,2.21,0.96,80.8,1.1,18.1,0.0,3.03541315345699,437,34,1,262.5
1.0,2718.0,1.503,2.21,0.96,80.8,1.1,18.1,0.0,4.89038785834738,437,34,1,250.961538461538
1.0,2718.0,1.503,2.21,0.96,80.8,1.1,18.1,0.0,6.99831365935919,437,34,1,243.75
1.0,2718.0,1.503,2.21,0.96,80.8,1.1,18.1,0.0,9.94940978077571,437,34,1,235.096153846153
1.0,2718.0,1.503,2.21,0.96,80.8,1.1,18.1,0.0,19.9831365935919,437,34,1,223.557692307692
1.0,2718.0,1.503,2.21,0.96,80.8,1.1,18.1,0.0,50.0,437,34,1,204.086538461538
1.0,1415.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,1.0,439,34,1,251.6
1.0,1415.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,2.95109612141652,439,34,1,206.25
1.0,1415.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,4.89038785834738,439,34,1,197.596153846153
1.0,1415.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,6.99831365935919,439,34,1,193.26923076923
1.0,1415.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,9.94940978077571,439,34,1,187.5
1.0,1415.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,19.9831365935919,439,34,1,183.173076923076
1.0,1415.0,0.86,2.26,0.95,85.57,1.39,9.61,0.0,50.0,439,34,1,160.096153846153
1.0,2291.0,1.222,2.13,1.0,85.57,1.39,9.61,0.0,1.0,440,34,1,222.3
1.0,2291.0,1.222,2.13,1.0,85.57,1.39,9.61,0.0,2.95109612141652,440,34,1,183.89423076923
1.0,2291.0,1.222,2.13,1.0,85.57,1.39,9.61,0.0,4.89038785834738,440,34,1,174.51923076923
1.0,2291.0,1.222,2.13,1.0,85.57,1.39,9.61,0.0,6.99831365935919,440,34,1,170.192307692307
1.0,2291.0,1.222,2.13,1.0,85.57,1.39,9.61,0.0,9.94940978077571,440,34,1,164.423076923076
1.0,2291.0,1.222,2.13,1.0,85.57,1.39,9.61,0.0,20.0674536256323,440,34,1,156.490384615384
1.0,2291.0,1.222,2.13,1.0,85.57,1.39,9.61,0.0,50.0843170320404,440,34,1,137.01923076923
1.0,674.3,0.383,3.044,0.81,85.57,1.39,9.61,0.0,0.5,95,30,1,97.5
1.0,674.3,0.383,3.044,0.81,85.57,1.39,9.61,0.0,1.0126582278481,95,30,1,89.3401015228426
1.0,674.3,0.383,3.044,0.81,85.57,1.39,9.61,0.0,1.98312236286919,95,30,1,79.8223350253806
1.0,674.3,0.383,3.044,0.81,85.57,1.39,9.61,0.0,2.9957805907173,95,30,1,72.8426395939085
1.0,674.3,0.383,3.044,0.81,85.57,1.39,9.61,0.0,4.0084388185654,95,30,1,63.9593908629441
1.0,674.3,0.383,3.044,0.81,85.57,1.39,9.61,0.0,5.0210970464135,95,30,1,60.1522842639593
1.0,674.3,0.383,3.044,0.81,85.57,1.39,9.61,0.0,10.0,95,30,1,56.3451776649745
1.0,674.3,0.383,3.044,0.81,85.57,1.39,9.61,0.0,20.0,95,30,1,50.6345177664974
1.0,1028.6,0.599,2.384,1.05,85.57,1.39,9.61,0.0,0.5,11,30,1,156.0
1.0,1028.6,0.599,2.384,1.05,85.57,1.39,9.61,0.0,1.0126582278481,11,30,1,136.294416243654
1.0,1028.6,0.599,2.384,1.05,85.57,1.39,9.61,0.0,2.0253164556962,11,30,1,126.142131979695
1.0,1028.6,0.599,2.384,1.05,85.57,1.39,9.61,0.0,3.0379746835443,11,30,1,122.33502538071
1.0,1028.6,0.599,2.384,1.05,85.57,1.39,9.61,0.0,4.0084388185654,11,30,1,119.79695431472
